App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21.0,89M,1000.0,Free,0.0,Everyone,Arcade,2018-03-30,0.46.91,4.4 and up
AK Interactive,FAMILY,4.3,734.0,13M,10000.0,Free,0.0,Everyone,Entertainment,2018-12-07,2.5,4.0 and up
AK-47 sounds,FAMILY,3.9,7.0,3.8M,1000.0,Free,0.0,Everyone,Entertainment,2018-06-18,568,4.0 and up
Wallpapers AK 47 Guns,PERSONALIZATION,4.5,37.0,15M,5000.0,Free,0.0,Teen,Personalization,2017-02-26,1,4.1 and up
AK 47 Assault Rifle Wallpapers,PERSONALIZATION,0.0,1.0,15M,100.0,Free,0.0,Teen,Personalization,2018-02-22,1,4.1 and up
AK-47 Assault Rifle,FAMILY,3.7,165.0,25M,10000.0,Free,0.0,Teen,Entertainment,2015-04-26,1,2.3 and up
Crisis Action: 2018 NO.1 FPS,GAME,4.3,807226.0,34M,10000000.0,Free,0.0,Teen,Action,2018-11-07,3.0.2,4.0.3 and up
AK 47 Guns Wallpaper,PERSONALIZATION,4.2,322.0,6.8M,50000.0,Free,0.0,Everyone,Personalization,2017-05-29,1,4.1 and up
AK-47 3D,GAME,3.7,91.0,24M,10000.0,Free,0.0,Everyone,Action,2016-12-25,3.2,2.3 and up
Book of AK-47,LIFESTYLE,3.8,6.0,3.4M,500.0,Free,0.0,Everyone,Lifestyle,2016-01-03,1.0.2,4.0.3 and up
Weapon stripping 3D,FAMILY,4.6,23971.0,24M,1000000.0,Free,0.0,Everyone,Simulation,2018-04-08,39.231,4.1 and up
AK-47 Assult Rifle: Gun Shooting Simulator Game,GAME,0.0,1.0,5.8M,500.0,Free,0.0,Everyone,Action,2018-05-17,2,4.0.3 and up
Ak-47 Wallpapers 2018,PERSONALIZATION,0.0,7.0,4.9M,500.0,Free,0.0,Everyone,Personalization,2018-03-14,newversion,4.3 and up
Wallpapers New AK 47 Assault Rifle Guns Arms,PERSONALIZATION,0.0,0.0,16M,100.0,Free,0.0,Teen,Personalization,2018-10-03,1,4.1 and up
Weapon AK-74 Live Wallpaper,PERSONALIZATION,3.3,25.0,46M,1000.0,Free,0.0,Everyone,Personalization,2017-03-28,1.2,4.0.3 and up
Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,3.0,2.0,33M,100.0,Free,0.0,Everyone,Simulation,2018-07-18,1,4.1 and up
Counter Terrorist Attack,GAME,3.9,145931.0,43M,10000000.0,Free,0.0,Teen,Action,2018-05-31,5.3.2,2.3 and up
RULES OF SURVIVAL,GAME,4.2,1343106.0,56M,10000000.0,Free,0.0,Teen,Action,2018-01-08,1.180271.184729,4.0 and up
AK47 Assault Rifle,TOOLS,3.9,54.0,2.8M,10000.0,Free,0.0,Everyone,Tools,2015-02-05,1.0.0.1,2.2 and up
Wallpapers AK 74M,PERSONALIZATION,0.0,0.0,11M,10.0,Free,0.0,Teen,Personalization,2018-04-13,1,4.1 and up
Weapons simulator AK-47,FAMILY,4.1,21.0,26M,5000.0,Free,0.0,Everyone,Simulation,2017-05-15,1,4.1 and up
Wallpapers AK 12,PERSONALIZATION,0.0,0.0,11M,10.0,Free,0.0,Teen,Personalization,2018-12-04,1,4.1 and up
AK 47 Lock Screen,PERSONALIZATION,4.6,5.0,8.8M,500.0,Free,0.0,Mature 17+,Personalization,2018-11-02,1,4.0.3 and up
Gun AK 47,FAMILY,0.0,3.0,6.2M,1000.0,Free,0.0,Everyone,Entertainment,2017-04-18,1,2.3 and up
AK Blackjack,GAME,0.0,4.0,7.6M,1000.0,Free,0.0,Teen,Card,2018-07-30,1.3,4.1 and up
Jigsaw Puzzles AK 74M,PERSONALIZATION,0.0,0.0,4.9M,10.0,Free,0.0,Mature 17+,Personalization,2018-07-05,1,4.0.3 and up
AK-47 guns Sounds,FAMILY,0.0,2.0,5.1M,100.0,Free,0.0,Everyone,Entertainment,2018-06-28,666,4.0 and up
AK Phone,COMMUNICATION,4.4,9.0,4.2M,5000.0,Free,0.0,Everyone,Communication,2017-05-29,3.8.8,2.2 and up
AK Booster,TOOLS,3.8,71.0,7.0M,10000.0,Free,0.0,Everyone,Tools,2018-02-05,2.0.1.966,4.4 and up
GUN ZOMBIE,GAME,4.4,243121.0,38M,5000000.0,Free,0.0,Teen,Arcade,2014-10-17,5.3,2.3 and up
Ak Parti Yard?m Toplama,SOCIAL,0.0,0.0,8.7M,0.0,Paid,13.99,Teen,Social,2017-07-28,3.4.4.3.3,4.1 and up
AK Lodi Films,VIDEO_PLAYERS,4.9,23.0,2.1M,100.0,Free,0.0,Everyone,Video Players & Editors,2015-11-08,1.1,4.0 and up
Gun Mod: Guns in Minecraft PE,FAMILY,3.6,33812.0,12M,5000000.0,Free,0.0,Teen,Entertainment,2018-07-30,2.5,4.1 and up
Kymco AK 550,AUTO_AND_VEHICLES,4.3,47.0,58M,1000.0,Free,0.0,Everyone,Auto & Vehicles,2016-11-11,1,2.3 and up
AK Math Coach,FAMILY,3.6,283.0,18M,50000.0,Free,0.0,Everyone,Education,2015-05-19,1.3,2.3.3 and up
Shoot Strike War Fire,GAME,4.1,82827.0,20M,10000000.0,Free,0.0,Teen,Arcade,2018-07-13,1.1.5,4.0 and up
AL.com,NEWS_AND_MAGAZINES,3.4,803.0,8.0M,50000.0,Free,0.0,Everyone 10+,News & Magazines,2018-07-23,3.7.10-0d44b899,4.1 and up
University of Alabama,FAMILY,4.5,302.0,3.0M,50000.0,Free,0.0,Everyone,Education,2017-11-30,3.3,4.1 and up
Alabama Gameday Live,SPORTS,4.7,19.0,12M,1000.0,Free,0.0,Everyone,Sports,2018-05-18,2.0.1,4.2 and up
AL.com: Alabama Football News,SPORTS,4.5,459.0,8.0M,10000.0,Free,0.0,Everyone 10+,Sports,2018-07-23,3.7.10-0d44b899,4.1 and up
Alabama Road Trips,TRAVEL_AND_LOCAL,4.4,71.0,28M,10000.0,Free,0.0,Everyone,Travel & Local,2017-10-27,1.8.7,4.0 and up
Alabama DMV Permit Test - AL,FAMILY,4.3,218.0,29M,10000.0,Free,0.0,Everyone,Education,2018-02-15,6.0.3,4.4 and up
Al-Quran (Free),BOOKS_AND_REFERENCE,4.6,218451.0,4.7M,10000000.0,Free,0.0,Everyone,Books & Reference,2018-05-20,3.2.3,4.0 and up
Official AL Fishing & Hunting,TRAVEL_AND_LOCAL,4.2,1291.0,40M,50000.0,Free,0.0,Everyone,Travel & Local,2017-10-18,5.29.77 Domain 427,4.4 and up
Al Quran (Tafsir & by Word),BOOKS_AND_REFERENCE,4.8,57400.0,14M,500000.0,Free,0.0,Everyone,Books & Reference,2018-07-30,1.6.5,4.0 and up
Al Quran Indonesia,BOOKS_AND_REFERENCE,4.8,445756.0,16M,10000000.0,Free,0.0,Everyone,Books & Reference,2018-05-15,2.6.22,4.0 and up
Al'Quran Bahasa Indonesia,BOOKS_AND_REFERENCE,4.6,361780.0,9.7M,10000000.0,Free,0.0,Everyone,Books & Reference,2018-05-30,4.1,2.3 and up
Al Quran Al karim,BOOKS_AND_REFERENCE,4.6,41608.0,49M,1000000.0,Free,0.0,Everyone,Books & Reference,2017-05-11,1.1.7,2.2 and up
Al jazeera TV,FAMILY,4.6,9952.0,3.7M,100000.0,Free,0.0,Teen,Entertainment,2016-05-07,1.0.0,4.0.3 and up
Al-Muhaffiz,BOOKS_AND_REFERENCE,4.7,2319.0,27M,50000.0,Free,0.0,Everyone,Books & Reference,2018-04-22,10.1,4.1 and up
Al Quran Audio (Full 30 Juz),FAMILY,4.7,7878.0,3.6M,1000000.0,Free,0.0,Everyone,Education,2017-05-29,4,2.3 and up
Quran for All (Al-Huda Int.),FAMILY,4.8,6696.0,5.3M,100000.0,Free,0.0,Everyone,Education,2018-07-02,3.1.0,4.0 and up
AL Voice Recorder,PRODUCTIVITY,3.6,4832.0,2.4M,1000000.0,Free,0.0,Everyone,Productivity,2016-11-22,2.1.7.3,3.0 and up
Ayat - Al Quran,FAMILY,4.7,173394.0,8.5M,5000000.0,Free,0.0,Everyone,Education,2018-03-13,2.9.1,4.0 and up
Quran Juz-30 - Mahad al Zahra,FAMILY,4.6,2654.0,6.7M,100000.0,Free,0.0,Everyone,Education,2016-02-11,1.10.0,2.2 and up
Al Mayadeen,NEWS_AND_MAGAZINES,4.7,13620.0,9.0M,500000.0,Free,0.0,Everyone,News & Magazines,2018-04-16,2.137,4.1 and up
Al-Quran Al-Muallim,FAMILY,4.5,199.0,266k,10000.0,Free,0.0,Everyone,Education,2013-11-09,1.0beta,2.2 and up
Al-Quran 30 Juz free copies,BOOKS_AND_REFERENCE,4.5,12322.0,27M,500000.0,Free,0.0,Everyone,Books & Reference,2016-12-17,3,2.3 and up
Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,4.8,29551.0,67M,1000000.0,Free,0.0,Everyone,Books & Reference,2018-06-04,1.0.7,4.0.3 and up
Al Quran MP3 - Quran Reading®,FAMILY,4.7,47463.0,22M,1000000.0,Free,0.0,Everyone,Education,2018-04-24,4.4,4.0.3 and up
Al'Quran Bahasa Indonesia PRO,BOOKS_AND_REFERENCE,4.7,1340.0,11M,10000.0,Paid,4.49,Everyone,Books & Reference,2018-05-16,4.0.5,2.2 and up
Hafizi Quran 15 lines per page,BOOKS_AND_REFERENCE,4.7,55011.0,68M,1000000.0,Free,0.0,Everyone,Books & Reference,2017-02-11,1.1.3,4.1 and up
Al-Quran Ahmad Saud Offline,FAMILY,4.7,7116.0,40M,100000.0,Free,0.0,Everyone,Education,2016-09-08,1,2.3.3 and up
12 Step Meditations & Sober Prayers AA NA AL-ANON,LIFESTYLE,4.7,759.0,15M,50000.0,Free,0.0,Everyone 10+,Lifestyle,2018-01-22,1.4.5,4.1 and up
Al Quran Free - ?????? (Islam),BOOKS_AND_REFERENCE,4.7,1777.0,23M,50000.0,Free,0.0,Everyone,Books & Reference,2015-02-15,1.1,2.2 and up
Taha Al Junaid Quran Mp3,LIFESTYLE,4.6,518.0,4.2M,50000.0,Free,0.0,Everyone,Lifestyle,2017-03-25,1.1,2.3.3 and up
Surah Al-Waqiah,BOOKS_AND_REFERENCE,4.7,1201.0,2.9M,100000.0,Free,0.0,Everyone,Books & Reference,2015-06-24,1,2.3.3 and up
Hisnul Al Muslim - Hisn Invocations & Adhkaar,BOOKS_AND_REFERENCE,4.6,3234.0,85M,100000.0,Free,0.0,Everyone,Books & Reference,2017-12-26,1.7.22,4.1 and up
I am rich,LIFESTYLE,3.8,3547.0,1.8M,100000.0,Paid,399.99,Everyone,Lifestyle,2018-12-01,2,4.0.3 and up
I AM RICH,FAMILY,3.9,1455.0,1.1M,10000.0,Free,0.0,Everyone,Entertainment,2017-11-10,1,2.3 and up
Amazon for Tablets,SHOPPING,4.0,141584.0,22M,10000000.0,Free,0.0,Teen,Shopping,2018-07-31,16.14.0.850,4.4 and up
I am Rich Plus,FAMILY,4.0,856.0,8.7M,10000.0,Paid,399.99,Everyone,Entertainment,2018-05-19,3,4.4 and up
I am rich VIP,LIFESTYLE,3.8,411.0,2.6M,10000.0,Paid,299.99,Everyone,Lifestyle,2018-07-21,1.1.1,4.3 and up
I Am Rich Premium,FINANCE,4.1,1867.0,4.7M,50000.0,Paid,399.99,Everyone,Finance,2017-12-11,1.6,4.0 and up
I am extremely Rich,LIFESTYLE,2.9,41.0,2.9M,1000.0,Paid,379.99,Everyone,Lifestyle,2018-01-07,1,4.0 and up
I am Rich!,FINANCE,3.8,93.0,22M,1000.0,Paid,399.99,Everyone,Finance,2017-11-12,1,4.1 and up
I am rich(premium),FINANCE,3.5,472.0,965k,5000.0,Paid,399.99,Everyone,Finance,2017-01-05,3.4,4.4 and up
I am Rich Person,LIFESTYLE,4.2,134.0,1.8M,1000.0,Paid,37.99,Everyone,Lifestyle,2017-07-18,1,4.0.3 and up
I am Rich Premium Plus,FINANCE,4.6,459.0,2.0M,10000.0,Paid,18.99,Everyone,Finance,2018-02-17,1.1,4.0.3 and up
I Am Rich Pro,FAMILY,4.4,201.0,2.7M,5000.0,Paid,399.99,Everyone,Entertainment,2017-05-30,1.54,1.6 and up
I Am Innocent,GAME,4.4,208501.0,56M,1000000.0,Free,0.0,Teen,Adventure,2018-07-23,2.8.307,4.0.3 and up
I am rich (Most expensive app),FINANCE,4.1,129.0,2.7M,1000.0,Paid,399.99,Teen,Finance,2017-06-12,2,4.0.3 and up
i am rich,BUSINESS,3.9,213.0,2.9M,1000.0,Free,0.0,Everyone,Business,2018-09-06,1,4.0 and up
I Am Rich,FAMILY,3.6,217.0,4.9M,10000.0,Paid,389.99,Everyone,Entertainment,2018-06-22,1.5,4.2 and up
I am Bread,GAME,4.0,630.0,20M,10000.0,Paid,4.99,Everyone,Adventure,2016-10-26,1.6.1,4.4 and up
Where Am I At?,TRAVEL_AND_LOCAL,3.8,39.0,12M,10000.0,Free,0.0,Everyone,Travel & Local,2016-08-10,1.2,4.1 and up
I am Rich,FINANCE,4.3,180.0,3.8M,5000.0,Paid,399.99,Everyone,Finance,2018-03-22,1,4.2 and up
Where Am I? GPS Loc,TRAVEL_AND_LOCAL,4.6,68.0,4.2M,10000.0,Free,0.0,Everyone,Travel & Local,2017-11-14,5,4.0.3 and up
I am Millionaire - Richest guy in the town,LIFESTYLE,3.6,126.0,1.4M,5000.0,Paid,2.49,Everyone,Lifestyle,2018-06-22,8,4.1 and up
Coast To Coast AM Insider,NEWS_AND_MAGAZINES,3.9,4581.0,21M,100000.0,Free,0.0,Everyone,News & Magazines,2018-04-01,5.0.108,4.4 and up
I AM RICH PRO PLUS,FINANCE,4.0,36.0,41M,1000.0,Paid,399.99,Everyone,Finance,2018-06-25,1.0.2,4.1 and up
I Am Wizard,FAMILY,4.2,1493.0,57M,100000.0,Free,0.0,Everyone,Strategy,2018-01-04,1.0.9,4.1 and up
What Am I? - Brain Teasers,GAME,4.2,4537.0,15M,100000.0,Free,0.0,Everyone,Trivia,2017-05-04,2.2,4.0.3 and up
Who am I? (Biblical),GAME,4.5,5849.0,5.1M,500000.0,Free,0.0,Everyone,Trivia,2017-09-13,1.2.2_comAds,4.0.3 and up
DWWW 774 Ultimate AM Radio,NEWS_AND_MAGAZINES,4.7,327.0,31M,10000.0,Free,0.0,Everyone,News & Magazines,2018-06-26,4.0.9,4.1 and up
Anno: Build an Empire,FAMILY,3.5,33944.0,28M,1000000.0,Free,0.0,Everyone 10+,Strategy,2016-10-03,2.0.0,4.1 and up
Vikings: an Archer's Journey,GAME,4.5,10256.0,39M,1000000.0,Free,0.0,Everyone,Action,2017-11-12,2.1.0,4.3 and up
Trell: An app for Explorers | Best Wanderlust App,LIFESTYLE,4.6,8004.0,34M,100000.0,Free,0.0,Teen,Lifestyle,2018-07-31,3.4.8,4.1 and up
The Sims™ FreePlay,FAMILY,4.3,931503.0,31M,10000000.0,Free,0.0,Teen,Simulation,2018-07-16,5.39.1,4.0.3 and up
My Emma :),FAMILY,4.1,245839.0,76M,10000000.0,Free,0.0,Everyone,Casual,2017-03-04,2.7.0,4.1 and up
League of Gamers - Be an E-Sports Legend!,SPORTS,4.5,68072.0,40M,5000000.0,Free,0.0,Everyone,Sports,2018-07-26,1.1.7,4.1 and up
Draw a Stickman: EPIC Free,GAME,4.2,210317.0,46M,10000000.0,Free,0.0,Everyone 10+,Adventure,2015-10-04,1.4.3.104,2.3.3 and up
My Horse,FAMILY,4.5,1333338.0,8.7M,10000000.0,Free,0.0,Everyone,Casual,2018-05-23,1.34.1,2.3.3 and up
My Boo - Your Virtual Pet Game,FAMILY,4.4,899748.0,80M,10000000.0,Free,0.0,Everyone,Casual,2018-03-08,2.11,4.1 and up
Create apps fast with beautiful design and no code,BUSINESS,3.7,23729.0,24M,1000000.0,Free,0.0,Everyone,Business,2018-05-14,7.2,4.4 and up
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511.0,21M,5000000.0,Free,0.0,Teen,Action,2016-10-21,1.0.5,4.0.3 and up
Diary with lock password,LIFESTYLE,4.3,179139.0,9.7M,5000000.0,Free,0.0,Everyone,Lifestyle,2017-01-11,3.5.3,4.0.3 and up
Fast like a Fox,GAME,4.3,104389.0,12M,5000000.0,Free,0.0,Everyone,Adventure,2018-04-17,1.4.0,4.2 and up
Girls Craft: Exploration,FAMILY,3.8,130689.0,57M,5000000.0,Free,0.0,Everyone 10+,Simulation,2018-03-08,1.32,4.2 and up
The PCH App,LIFESTYLE,4.5,234971.0,81M,1000000.0,Free,0.0,Everyone,Lifestyle,2018-07-25,2.8.7.78579,4.4 and up
"Resume Builder Free, 5 Minute CV Maker & Templates",BUSINESS,4.4,72202.0,6.7M,1000000.0,Free,0.0,Everyone,Business,2018-06-25,6,4.0.3 and up
AO Surgery Reference,MEDICAL,4.7,2570.0,3.8M,100000.0,Free,0.0,Everyone,Medical,2017-10-05,1.2.6,4.0 and up
ao,FAMILY,3.5,14145.0,5.9M,1000000.0,Free,0.0,Everyone,Strategy,2016-08-06,1.0.9,4.0 and up
AO/OTA Fracture Classification,MEDICAL,4.9,25.0,46M,5000.0,Free,0.0,Everyone,Medical,2018-04-17,1,5.0 and up
AO Player,EVENTS,4.0,9.0,3.3M,1000.0,Free,0.0,Everyone,Events,2017-12-20,1.1.4,4.4 and up
Ao Oni2,GAME,4.1,21223.0,48M,1000000.0,Free,0.0,Teen,Adventure,2018-04-20,1.6.6,4.1 and up
A. O. Smith,TOOLS,4.2,32.0,33M,10000.0,Free,0.0,Everyone,Tools,2018-05-21,3.0.22,4.0 and up
AO-EVENT,BUSINESS,0.0,0.0,42M,100.0,Free,0.0,Everyone,Business,2018-05-28,6.2.6,4.1 and up
Arena of Valor: 5v5 Arena Game,GAME,4.4,438911.0,99M,10000000.0,Free,0.0,Teen,Action,2018-06-28,1.23.1.2,4.0.3 and up
PlacarTv Futebol Ao Vivo,COMMUNICATION,4.1,2063.0,4.5M,100000.0,Free,0.0,Everyone,Communication,2018-03-06,1.0.3,4.0 and up
Virtual lover,FAMILY,4.6,45771.0,28M,1000000.0,Free,0.0,Mature 17+,Entertainment,2018-08-06,1.39,4.1 and up
The Hunt for the Lost Treasure,FAMILY,4.6,7148.0,8.1M,100000.0,Paid,2.99,Everyone,Adventure;Brain Games,2017-09-13,1.8,4.0.3 and up
Attack the Light,FAMILY,4.7,19209.0,21M,100000.0,Paid,2.99,Everyone,Role Playing;Action & Adventure,2016-02-23,1.1.4,4.0 and up
Princess Closet : Otome games free dating sim,FAMILY,4.5,29495.0,56M,1000000.0,Free,0.0,Teen,Simulation,2018-05-24,1.11.0,4.0.3 and up
365Scores - Live Scores,SPORTS,4.6,666246.0,25M,10000000.0,Free,0.0,Everyone,Sports,2018-07-29,5.5.9,4.1 and up
PES 2018 PRO EVOLUTION SOCCER,SPORTS,4.4,1721943.0,26M,10000000.0,Free,0.0,Everyone,Sports,2018-06-27,2.3.2,5.0 and up
Mobile Legends: Bang Bang,GAME,4.4,8219586.0,99M,100000000.0,Free,0.0,Teen,Action,2018-07-24,1.2.97.3042,4.0.3 and up
Kill Shot Bravo: Sniper FPS,GAME,4.4,579519.0,99M,10000000.0,Free,0.0,Mature 17+,Action,2018-07-18,5.1,4.1 and up
Tennis Champion 3D - Online Sports Game,SPORTS,4.0,170973.0,43M,5000000.0,Free,0.0,Everyone,Sports,2018-06-06,2.1,4.1 and up
Carnivores: Dinosaur Hunter,GAME,4.2,62636.0,17M,1000000.0,Free,0.0,Teen,Action,2018-02-07,1.8.0,4.0.3 and up
High School Simulator 2017,FAMILY,4.2,123136.0,80M,5000000.0,Free,0.0,Mature 17+,Simulation,2018-06-25,1,4.0 and up
Hopeless Land: Fight for Survival,GAME,4.2,250197.0,44M,5000000.0,Free,0.0,Teen,Action,2018-12-07,1,4.1 and up
Scanning body and undressing people,FAMILY,3.4,1012.0,12M,100000.0,Free,0.0,Teen,Entertainment,2018-02-24,2,3.0 and up
Ultimate Tennis,SPORTS,4.3,183004.0,100M,10000000.0,Free,0.0,Everyone,Sports,2018-07-19,2.29.3118,4.0.3 and up
Legion of Heroes,FAMILY,4.3,143087.0,69M,1000000.0,Free,0.0,Everyone 10+,Role Playing,2018-12-07,1.9.22,4.0 and up
Soccer Star 2018 Top Leagues · MLS Soccer Games,SPORTS,4.6,652940.0,90M,10000000.0,Free,0.0,Teen,Sports,2018-05-07,1.3.5,4.1 and up
Heroes Arena,GAME,4.2,336386.0,88M,10000000.0,Free,0.0,Everyone 10+,Action,2018-07-24,2.0.1,4.0.3 and up
virtual lover 3D,FAMILY,4.6,5195.0,64M,100000.0,Free,0.0,Mature 17+,Entertainment,2018-04-18,1.3,4.1 and up
Range Master: Sniper Academy,SPORTS,4.1,91935.0,39M,10000000.0,Free,0.0,Everyone,Sports,2018-04-26,2.1.3,4.1 and up
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624.0,54M,10000000.0,Free,0.0,Teen,Action,2017-03-14,3.1.1,3.0 and up
FC Barcelona Official App,SPORTS,4.6,92522.0,56M,5000000.0,Free,0.0,Everyone,Sports,2018-07-26,4.0.14,4.1 and up
Can Your Pet? : Returns - Teen,FAMILY,4.3,45370.0,14M,1000000.0,Free,0.0,Teen,Simulation,2018-02-08,2.59.8,2.3 and up
Bubbu – My Virtual Pet,FAMILY,4.7,394842.0,75M,10000000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-04-08,1.5,4.1 and up
3D Tennis,SPORTS,4.2,1008012.0,13M,50000000.0,Free,0.0,Everyone,Sports,2017-05-12,1.7.7,2.1 and up
Start the Hunt for the Lost Treasure,FAMILY,3.8,302.0,8.1M,10000.0,Free,0.0,Everyone,Puzzle;Brain Games,2017-09-13,1.4,4.0.3 and up
Scanning under clothes (prank),FAMILY,3.7,1443.0,20M,100000.0,Free,0.0,Mature 17+,Entertainment,2018-01-18,3,2.3 and up
WGT Golf Game by Topgolf,SPORTS,4.3,148083.0,57M,10000000.0,Free,0.0,Everyone,Sports,2018-07-24,1.42.2,4.1 and up
3D Holograms Joke,FAMILY,2.9,31596.0,31M,5000000.0,Free,0.0,Teen,Simulation,2016-12-23,1.5,2.3 and up
Weaphones™ Gun Sim Free Vol 1,FAMILY,4.3,598975.0,39M,10000000.0,Free,0.0,Everyone,Simulation,2018-01-17,2.4.0,4.0 and up
Hidden Objects Treasure Hunt Adventure Games,FAMILY,4.3,275.0,29M,10000.0,Free,0.0,Everyone,Puzzle,2018-09-07,1.0.1,4.4 and up
Live Camera Viewer ? World Webcam & IP Cam Streams,TRAVEL_AND_LOCAL,4.0,64164.0,3.6M,10000000.0,Free,0.0,Everyone,Travel & Local,2018-07-04,1.9,4.1 and up
Body scanner (prank),FAMILY,3.3,16063.0,3.8M,1000000.0,Free,0.0,Teen,Casual,2016-02-06,3,2.3 and up
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616.0,4.6M,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2017-05-25,4.4.3,4.0 and up
AP ENPS Mobile,PRODUCTIVITY,4.1,22.0,545k,5000.0,Free,0.0,Everyone,Productivity,2016-08-03,8.0.0130,4.4 and up
AP® Guide,FAMILY,5.0,3.0,2.1M,1000.0,Free,0.0,Everyone,Education,2017-07-31,1.3,4.0.3 and up
WiFi Access Point (hotspot),COMMUNICATION,3.9,684.0,61k,100000.0,Free,0.0,Everyone,Communication,2015-05-14,1.1.2,2.3 and up
AP Mobile,FAMILY,4.6,117.0,13M,10000.0,Free,0.0,Everyone,Education,2017-11-21,1.03,6.0 and up
AP Manager,TOOLS,4.0,177.0,2.8M,10000.0,Free,0.0,Everyone,Tools,2015-04-05,1.0.8,2.3 and up
AP App for Android™,NEWS_AND_MAGAZINES,3.6,188.0,9.9M,10000.0,Free,0.0,Everyone,News & Magazines,2016-12-05,1,4.0 and up
Access Point Finder,LIFESTYLE,4.0,22.0,2.5M,10000.0,Free,0.0,Everyone,Lifestyle,2016-06-09,1,3.0 and up
AP English Language: Practice Tests and Flashcards,FAMILY,4.5,19.0,5.4M,5000.0,Free,0.0,Everyone,Education,2018-03-07,1.6.7.1,4.1 and up
AP Mobile 104,BUSINESS,0.0,0.0,14M,100.0,Free,0.0,Everyone,Business,2017-12-13,1.2.2.0,4.0 and up
AP Planner,FAMILY,2.9,45.0,1.3M,5000.0,Free,0.0,Everyone,Education,2015-03-08,1.1,2.1 and up
Access Point Browser,TOOLS,4.2,25.0,2.5M,1000.0,Free,0.0,Everyone,Tools,2017-09-22,3.11,4.3 and up
AP Installer,TOOLS,4.5,23.0,283k,5000.0,Free,0.0,Everyone,Tools,2018-07-20,13,3.2 and up
Access Point Proximity,TOOLS,0.0,5.0,2.3M,1000.0,Free,0.0,Everyone,Tools,2018-06-28,2.1.1,5.0 and up
Study AP World History,FAMILY,4.6,513.0,1.6M,10000.0,Free,0.0,Everyone,Education,2016-07-18,1.1.2,4.0.3 and up
UniFi,TOOLS,4.7,11018.0,25M,500000.0,Free,0.0,Everyone,Tools,2018-07-25,1.7.0,4.1 and up
Ap Video Downloader for fb New 2018,TOOLS,4.2,676.0,5.4M,100000.0,Free,0.0,Everyone,Tools,2018-07-31,3.0.188,4.0.3 and up
AP Government Review,FAMILY,4.7,3.0,1.5M,1000.0,Paid,2.99,Everyone,Education,2017-03-14,1.1,4.0.3 and up
"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",TOOLS,4.7,3.0,5.3M,10.0,Paid,2.99,Everyone,Tools,2018-05-27,1.0.15,4.4 and up
HotSpot Tethering Free/WiFi AP,TOOLS,3.9,478.0,2.0M,100000.0,Free,0.0,Everyone,Tools,2016-12-09,2.003,2.3 and up
AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,4.7,55.0,5.4M,10000.0,Free,0.0,Everyone,Education,2018-03-07,1.6.7.1,4.1 and up
AP Flashcards,FAMILY,3.7,88.0,41M,10000.0,Free,0.0,Everyone,Education,2015-08-30,1.3.14,3.1 and up
AP World History: Practice Tests and Flashcards,FAMILY,4.8,21.0,5.4M,5000.0,Free,0.0,Everyone,Education,2018-03-07,1.6.7.1,4.1 and up
Access Point Names,COMMUNICATION,4.0,138.0,2.4M,10000.0,Free,0.0,Everyone,Communication,2014-12-08,1,2.3.3 and up
"AP Biology Prep: Practice Tests, Flashcards",FAMILY,4.6,87.0,5.4M,10000.0,Free,0.0,Everyone,Education,2018-03-07,1.6.7.1,4.1 and up
AP Biology Study Guide + Quiz,FAMILY,4.4,105.0,9.0M,10000.0,Free,0.0,Everyone,Education,2016-03-22,1.5.1,4.1 and up
Reuters News,NEWS_AND_MAGAZINES,4.3,13166.0,25M,1000000.0,Free,0.0,Everyone 10+,News & Magazines,2018-06-06,3.4.4,4.1 and up
500 AP World History Questions,FAMILY,4.7,7.0,1.2M,100.0,Paid,9.99,Everyone,Education,2013-01-11,1.2,1.6 and up
AP Themes for Kustom/KLWP,PERSONALIZATION,3.6,5.0,45M,500.0,Paid,1.49,Everyone,Personalization,2017-01-09,1.8.2,4.4 and up
AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,4.4,29.0,5.3M,5000.0,Free,0.0,Everyone,Education,2018-03-07,1.6.7.1,4.1 and up
Fate GO Ap Counter,TOOLS,4.6,70.0,3.2M,1000.0,Free,0.0,Everyone,Tools,2018-01-19,1.1.4,4.1 and up
iScore5 AP Psych,FAMILY,2.9,10.0,73M,100.0,Paid,4.99,Everyone,Educational,2017-04-25,2,4.0.3 and up
Glanceable Ap Watch Face,PERSONALIZATION,0.0,0.0,11M,5.0,Paid,0.99,Everyone,Personalization,2016-08-14,1.0.103,4.4 and up
