Iter,1,688,217,701,434,847,647,506,,
Average,8,505,657,104,365,805,571,875,,
Maximum,68,211,473,57,814,98,850,914,,
Std.Dev.,729,963,685,84,335,510,56,658,,
Total,951,-,-,-,-,699,760,98,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,97,176,440,355,985,909,412,,
Average,891,82,235,902,75,701,216,759,,
Maximum,444,919,456,384,24,479,97,297,,
Std.Dev.,616,679,198,954,993,314,450,294,,
Total,566,-,-,-,-,615,632,652,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,223,141,201,623,326,957,37,,
Average,284,785,778,147,112,249,792,970,,
Maximum,869,416,915,448,1000,87,77,327,,
Std.Dev.,101,561,842,739,499,565,760,500,,
Total,314,-,-,-,-,155,814,22,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,101,996,205,750,332,99,453,,
Average,798,835,308,36,662,464,681,675,,
Maximum,898,476,690,203,747,145,619,64,,
Std.Dev.,955,388,985,178,106,160,835,495,,
Total,279,-,-,-,-,414,52,248,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,459,365,488,813,631,445,986,,
Average,639,52,33,301,633,922,433,969,,
Maximum,539,30,25,770,497,585,569,514,,
Std.Dev.,129,343,379,663,238,121,616,894,,
Total,363,-,-,-,-,247,123,634,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,198,201,481,319,516,339,584,,
Average,368,98,277,677,897,13,640,421,,
Maximum,555,300,682,659,410,516,756,213,,
Std.Dev.,717,515,518,878,607,382,533,98,,
Total,650,-,-,-,-,673,858,239,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,564,98,441,635,406,552,241,,
Average,726,14,153,851,602,38,630,925,,
Maximum,345,27,999,989,892,799,147,498,,
Std.Dev.,432,529,214,862,282,867,850,166,,
Total,833,-,-,-,-,469,1,164,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,249,762,260,249,747,254,132,,
Average,464,28,685,257,151,239,619,179,,
Maximum,271,394,767,421,766,635,893,371,,
Std.Dev.,438,710,201,626,178,19,344,756,,
Total,88,-,-,-,-,266,374,110,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,616,385,86,227,809,835,574,,
Average,216,482,64,672,453,850,826,756,,
Maximum,909,441,516,476,127,897,873,949,,
Std.Dev.,580,322,898,809,915,426,388,614,,
Total,689,-,-,-,-,389,661,398,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,516,27,955,990,734,215,733,,
Average,153,644,795,617,986,841,230,621,,
Maximum,254,873,742,279,30,722,391,788,,
Std.Dev.,797,735,666,720,690,53,211,977,,
Total,258,-,-,-,-,760,987,945,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,349,853,283,912,331,210,335,,
Iter,2,381,556,731,854,605,612,719,,
Iter,3,149,738,526,327,147,654,390,,
Iter,4,656,259,31,972,690,218,790,,
Iter,5,211,504,153,454,126,967,59,,
Average,716,655,671,119,599,106,425,266,,
Maximum,250,316,824,984,898,893,733,226,,
Std.Dev.,162,992,612,95,278,116,96,235,,
Total,779,-,-,-,-,881,996,596,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,373,419,17,958,333,114,945,,
Iter,2,604,33,354,628,37,160,184,,
Iter,3,804,693,78,359,419,370,771,,
Average,182,825,509,651,37,818,759,959,,
Maximum,56,804,547,177,402,384,338,938,,
Std.Dev.,165,828,858,296,186,574,496,469,,
Total,940,-,-,-,-,749,437,436,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,465,853,624,548,680,530,807,,
Iter,2,571,164,636,61,845,512,861,,
Iter,3,285,205,153,254,112,868,544,,
Average,984,353,899,417,699,88,554,772,,
Maximum,915,314,776,311,29,840,921,351,,
Std.Dev.,27,981,72,299,409,625,803,433,,
Total,163,-,-,-,-,53,54,423,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,950,628,624,179,574,387,842,,
Iter,2,963,298,713,79,807,60,1000,,
Iter,3,150,335,434,256,5,185,118,,
Average,15,697,555,966,647,914,352,447,,
Maximum,285,282,849,509,442,542,792,497,,
Std.Dev.,977,327,751,534,205,363,258,114,,
Total,42,-,-,-,-,444,886,750,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,62,29,593,637,292,174,194,,
Iter,2,547,748,180,411,130,645,919,,
Iter,3,466,116,800,135,710,78,101,,
Iter,4,257,524,356,498,758,464,424,,
Iter,5,556,909,609,210,184,913,403,,
Iter,6,120,699,149,75,899,888,662,,
Average,909,500,172,135,787,888,725,853,,
Maximum,517,438,40,744,541,54,976,504,,
Std.Dev.,404,542,228,963,376,395,132,514,,
Total,229,-,-,-,-,993,172,519,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,121,675,991,423,2,875,157,,
Iter,2,362,102,614,467,880,170,197,,
Iter,3,816,823,817,538,913,634,105,,
Average,387,927,415,608,152,957,927,843,,
Maximum,350,33,943,879,305,792,439,561,,
Std.Dev.,773,864,394,356,957,622,104,867,,
Total,169,-,-,-,-,732,399,231,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,302,360,604,600,962,489,85,,
Iter,2,118,810,130,364,802,309,460,,
Iter,3,631,429,322,980,228,143,868,,
Iter,4,163,620,77,798,746,366,691,,
Iter,5,991,3,744,65,898,782,654,,
Average,36,642,876,837,619,699,114,217,,
Maximum,429,502,517,449,460,363,175,163,,
Std.Dev.,562,199,349,691,512,820,560,560,,
Total,270,-,-,-,-,837,438,694,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,142,585,167,851,960,862,544,,
Iter,2,651,970,484,50,323,646,486,,
Iter,3,186,471,581,991,323,636,552,,
Iter,4,920,905,739,79,836,404,718,,
Iter,5,611,254,620,667,732,376,247,,
Iter,6,533,226,338,271,383,422,562,,
Average,954,988,763,245,400,743,752,272,,
Maximum,368,268,975,520,470,720,273,377,,
Std.Dev.,141,130,300,111,722,817,560,666,,
Total,579,-,-,-,-,808,993,331,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,712,893,827,268,896,37,641,,
Iter,2,568,178,854,95,256,207,623,,
Iter,3,618,140,926,999,200,245,740,,
Iter,4,649,655,843,342,506,726,383,,
Average,134,807,902,137,576,786,872,776,,
Maximum,710,24,988,493,625,975,360,42,,
Std.Dev.,51,444,258,60,165,584,513,276,,
Total,140,-,-,-,-,332,612,923,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,358,898,574,725,121,321,527,,
Iter,2,511,893,593,47,249,14,444,,
Iter,3,40,798,593,609,658,735,150,,
Average,268,610,276,638,697,574,7,19,,
Maximum,813,490,572,9,90,454,402,7,,
Std.Dev.,29,562,360,638,804,673,157,524,,
Total,922,-,-,-,-,121,965,856,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,137,906,322,738,830,663,504,,
Iter,2,948,858,122,916,11,223,480,,
Iter,3,721,77,885,225,276,954,757,,
Average,126,49,505,301,721,221,455,623,,
Maximum,52,285,846,147,862,388,573,398,,
Std.Dev.,115,696,505,423,475,685,528,227,,
Total,42,-,-,-,-,293,28,252,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,775,485,604,460,974,821,597,,
Iter,2,102,250,45,228,709,455,120,,
Iter,3,122,120,904,442,607,650,673,,
Iter,4,576,212,544,996,478,977,505,,
Iter,5,676,621,786,195,66,492,488,,
Average,967,750,367,244,112,269,141,551,,
Maximum,763,404,203,979,984,494,175,115,,
Std.Dev.,999,50,90,369,496,234,428,159,,
Total,465,-,-,-,-,299,137,696,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,866,360,145,112,731,464,818,,
Iter,2,751,255,960,742,335,149,264,,
Iter,3,135,647,231,176,852,996,472,,
Average,807,555,10,762,291,742,952,480,,
Maximum,570,852,256,766,866,13,313,232,,
Std.Dev.,134,696,910,178,917,423,786,377,,
Total,323,-,-,-,-,964,332,696,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,532,48,819,160,762,852,619,,
Iter,2,144,970,606,922,965,32,149,,
Iter,3,126,766,763,565,101,658,703,,
Average,429,45,525,628,626,949,354,862,,
Maximum,759,490,268,162,853,343,474,938,,
Std.Dev.,977,342,943,697,188,748,781,993,,
Total,929,-,-,-,-,167,724,595,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,346,106,903,173,741,239,271,,
Iter,2,100,716,652,121,455,722,274,,
Iter,3,489,794,831,502,142,399,229,,
Average,815,349,285,664,19,55,22,906,,
Maximum,682,247,302,929,638,162,767,783,,
Std.Dev.,224,532,804,408,564,120,832,439,,
Total,714,-,-,-,-,270,320,944,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,794,643,176,310,752,260,894,,
Iter,2,974,621,496,51,456,373,133,,
Iter,3,836,435,370,845,957,590,773,,
Average,14,86,279,651,332,996,713,265,,
Maximum,382,689,661,994,184,587,954,34,,
Std.Dev.,763,363,164,379,995,395,956,888,,
Total,394,-,-,-,-,308,297,520,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,953,197,60,233,365,385,481,,
Iter,2,947,18,444,931,11,53,17,,
Iter,3,290,762,691,438,831,838,552,,
Iter,4,912,952,22,81,695,488,794,,
Iter,5,900,8,808,524,992,371,45,,
Average,331,218,913,933,668,336,978,950,,
Maximum,997,560,412,186,789,630,569,941,,
Std.Dev.,797,40,156,777,534,980,719,548,,
Total,445,-,-,-,-,901,526,106,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,107,304,777,382,932,677,281,,
Iter,2,983,73,980,49,208,538,355,,
Iter,3,266,92,767,980,996,314,696,,
Iter,4,394,486,301,176,481,938,168,,
Iter,5,672,792,521,292,457,196,340,,
Average,799,483,966,488,526,481,206,293,,
Maximum,62,641,317,654,127,448,846,646,,
Std.Dev.,215,650,491,187,961,239,418,978,,
Total,423,-,-,-,-,343,154,959,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,615,533,1000,839,80,301,544,,
Iter,2,635,527,169,25,537,813,764,,
Iter,3,463,19,66,263,492,576,524,,
Average,317,324,691,621,340,267,740,266,,
Maximum,392,297,693,72,681,123,247,151,,
Std.Dev.,419,255,852,496,81,365,582,666,,
Total,380,-,-,-,-,891,403,555,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,627,844,842,79,850,118,451,,
Iter,2,386,663,302,221,53,974,101,,
Iter,3,687,625,505,630,832,456,86,,
Average,85,493,987,132,641,842,779,866,,
Maximum,713,681,922,310,534,646,536,781,,
Std.Dev.,70,915,648,695,271,167,250,232,,
Total,891,-,-,-,-,945,77,177,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,451,111,874,374,154,722,484,,
Iter,2,307,189,925,102,312,501,436,,
Iter,3,875,65,666,43,489,708,929,,
Iter,4,685,560,274,640,739,79,23,,
Average,582,636,780,429,106,170,976,781,,
Maximum,776,829,608,848,294,948,703,398,,
Std.Dev.,621,824,725,68,260,765,665,22,,
Total,40,-,-,-,-,369,372,792,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,133,605,208,278,926,371,763,,
Iter,2,346,679,474,190,399,532,228,,
Iter,3,715,430,766,325,657,648,906,,
Average,970,655,559,262,322,330,626,623,,
Maximum,619,225,607,925,139,624,284,195,,
Std.Dev.,433,451,323,368,170,894,888,101,,
Total,572,-,-,-,-,879,417,845,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,428,935,16,838,482,951,930,,
Iter,2,64,352,890,751,846,622,715,,
Iter,3,24,905,271,480,227,223,764,,
Average,677,160,146,192,20,703,59,739,,
Maximum,887,585,196,515,124,820,917,376,,
Std.Dev.,740,708,610,959,214,72,136,693,,
Total,388,-,-,-,-,689,719,101,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,160,524,445,4,494,27,272,,
Iter,2,732,871,12,215,467,537,26,,
Iter,3,554,626,769,918,887,12,626,,
Average,631,669,524,277,517,588,604,462,,
Maximum,739,216,799,153,413,800,441,200,,
Std.Dev.,217,440,807,718,1,944,484,217,,
Total,362,-,-,-,-,943,724,649,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,110,605,960,78,760,608,811,,
Iter,2,271,468,245,303,451,187,537,,
Iter,3,511,787,329,931,107,825,520,,
Average,106,607,769,335,916,810,898,400,,
Maximum,902,759,461,683,73,696,804,2,,
Std.Dev.,623,168,962,997,625,356,848,554,,
Total,700,-,-,-,-,443,409,540,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,122,535,783,808,74,668,298,,
Iter,2,838,542,551,216,453,416,457,,
Iter,3,277,997,945,357,743,795,194,,
Average,674,569,244,163,392,112,95,482,,
Maximum,225,370,160,783,21,853,141,62,,
Std.Dev.,533,518,675,541,547,739,84,372,,
Total,110,-,-,-,-,272,948,418,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,89,532,629,129,876,977,947,,
Iter,2,655,140,819,623,995,421,589,,
Iter,3,852,399,324,925,480,191,147,,
Average,559,635,63,825,541,169,377,75,,
Maximum,705,733,469,326,69,218,112,892,,
Std.Dev.,1000,477,135,51,207,914,204,267,,
Total,670,-,-,-,-,508,502,801,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,757,880,61,462,744,669,108,,
Iter,2,116,43,46,557,702,985,799,,
Iter,3,507,77,496,725,663,182,642,,
Average,493,144,447,422,934,739,69,721,,
Maximum,609,957,725,186,980,917,434,31,,
Std.Dev.,848,176,659,507,527,610,948,351,,
Total,830,-,-,-,-,623,933,590,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,712,294,243,198,264,667,948,,
Iter,2,13,948,301,592,895,27,45,,
Iter,3,873,200,501,516,990,682,349,,
Average,376,467,943,273,816,318,349,63,,
Maximum,640,588,345,829,141,351,52,913,,
Std.Dev.,561,583,134,280,825,688,198,795,,
Total,395,-,-,-,-,683,680,878,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,591,996,879,265,747,556,792,,
Iter,2,3,172,572,896,656,564,560,,
Iter,3,529,351,681,863,869,979,642,,
Average,24,263,310,373,665,906,785,59,,
Maximum,356,956,956,702,187,276,886,795,,
Std.Dev.,993,243,658,398,851,563,957,744,,
Total,49,-,-,-,-,489,688,256,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,144,285,404,199,732,125,410,,
Iter,2,645,244,905,624,626,428,737,,
Iter,3,669,820,776,916,353,475,12,,
Iter,4,709,411,689,752,938,552,562,,
Iter,5,423,581,179,667,787,773,102,,
Average,256,483,512,454,332,135,938,362,,
Maximum,694,94,451,489,848,104,778,35,,
Std.Dev.,813,14,119,416,576,447,542,56,,
Total,843,-,-,-,-,785,781,196,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,68,964,71,853,272,171,574,,
Iter,2,93,529,776,71,30,471,289,,
Iter,3,933,95,70,924,900,538,540,,
Average,949,779,644,28,369,297,939,549,,
Maximum,74,848,82,689,748,43,505,146,,
Std.Dev.,155,718,475,61,680,470,195,326,,
Total,737,-,-,-,-,6,820,275,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,754,873,920,356,632,506,352,,
Iter,2,144,76,617,426,866,43,879,,
Iter,3,995,373,554,810,963,82,475,,
Average,890,527,985,471,513,772,929,929,,
Maximum,105,923,467,426,775,18,751,689,,
Std.Dev.,980,477,581,469,940,901,485,784,,
Total,429,-,-,-,-,837,233,544,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,407,738,435,969,55,183,833,,
Iter,2,861,661,702,27,31,670,68,,
Iter,3,718,345,973,926,528,22,218,,
Average,492,357,929,528,182,70,412,430,,
Maximum,687,782,530,318,451,387,769,245,,
Std.Dev.,844,563,1,253,127,424,667,668,,
Total,283,-,-,-,-,498,382,932,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,66,907,781,317,50,638,691,,
Iter,2,781,748,335,864,790,840,670,,
Iter,3,287,575,823,467,717,298,141,,
Average,572,239,216,738,772,472,423,754,,
Maximum,411,89,67,290,236,525,448,417,,
Std.Dev.,966,28,308,706,675,522,437,454,,
Total,94,-,-,-,-,276,590,714,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,63,52,803,383,608,688,646,,
Iter,2,677,399,762,343,149,337,631,,
Iter,3,478,397,660,105,912,168,255,,
Average,94,495,410,953,929,885,173,295,,
Maximum,338,982,774,730,645,205,858,542,,
Std.Dev.,403,94,504,151,250,349,961,496,,
Total,967,-,-,-,-,771,834,156,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,860,604,168,494,334,260,954,,
Iter,2,337,629,531,378,488,391,106,,
Iter,3,539,820,295,283,828,170,188,,
Average,454,400,743,400,505,456,120,385,,
Maximum,202,991,655,609,512,507,126,510,,
Std.Dev.,136,257,703,903,564,604,847,842,,
Total,289,-,-,-,-,350,852,997,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,65,647,445,313,80,433,584,,
Iter,2,711,947,822,507,83,766,342,,
Iter,3,959,898,742,409,70,781,599,,
Average,480,472,759,420,736,482,824,152,,
Maximum,602,172,39,930,281,103,615,170,,
Std.Dev.,855,266,320,183,316,406,406,44,,
Total,621,-,-,-,-,291,282,639,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,218,913,877,610,744,103,778,,
Iter,2,192,505,344,397,572,625,9,,
Iter,3,267,510,308,18,349,265,44,,
Average,750,257,718,222,356,1,394,636,,
Maximum,736,469,835,66,931,161,572,306,,
Std.Dev.,495,279,869,813,712,535,250,942,,
Total,857,-,-,-,-,271,160,81,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,183,84,492,802,609,530,811,,
Iter,2,546,875,969,1000,90,855,872,,
Average,395,159,918,371,843,903,224,330,,
Maximum,560,909,989,486,844,746,373,685,,
Std.Dev.,632,4,143,431,422,730,320,901,,
Total,811,-,-,-,-,406,927,875,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,4,233,107,777,21,283,863,,
Average,357,994,647,653,449,223,998,549,,
Maximum,653,773,298,707,971,722,761,944,,
Std.Dev.,964,896,18,272,90,345,683,905,,
Total,818,-,-,-,-,74,98,173,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,975,510,165,881,928,163,802,,
Iter,2,996,983,813,410,918,268,966,,
Iter,3,356,781,498,442,965,853,720,,
Iter,4,899,342,922,587,53,924,128,,
Iter,5,264,432,902,251,522,504,553,,
Average,124,294,53,474,779,494,207,1000,,
Maximum,957,423,17,149,200,563,346,114,,
Std.Dev.,823,137,711,344,651,315,35,551,,
Total,331,-,-,-,-,344,794,648,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,151,300,490,666,849,489,440,,
Iter,2,912,472,154,726,943,132,583,,
Iter,3,406,207,745,502,539,282,644,,
Iter,4,528,361,432,94,584,816,313,,
Average,484,565,230,108,478,965,677,378,,
Maximum,28,832,267,102,507,683,415,756,,
Std.Dev.,161,748,864,976,436,482,138,75,,
Total,433,-,-,-,-,558,128,976,,
,,,,,,,,,,
,,,,,,,,,,
first name: Person,last name: Human,date: end of time,,,,,,,,
,,,,,,,,,,
Row Type,Iter Number,Power1,Speed1,Speed2,Electricity,Effort,Weight,Torque,,
Iter,1,264,875,591,883,833,210,850,,
Iter,2,148,631,418,61,804,292,616,,
Iter,3,614,254,848,363,693,205,869,,
Iter,4,664,685,954,841,172,972,891,,
Average,765,140,712,140,244,952,255,941,,
Maximum,133,609,124,11,627,457,526,335,,
Std.Dev.,875,894,79,410,161,115,75,783,,
Total,656,-,-,-,-,676,995,701,,
,,,,,,,,,,
,,,,,,,,,,
